1432906317;6.64;0
1432906363;6.63;0
1432906434;6.605;0
1432906434;6.605;0
1432906498;6.6;-1
1432906558;6.6;0
1432906617;6.6;0
1432906672;6.6;-1
1432906731;6.62;0
1432906797;6.61;-1
1432906858;6.62;0
1432906917;6.62;-1
1432906975;6.625;0
1432907036;6.63;0
1432907097;6.635;0
1432907159;6.64;1
1432907204;6.64;0
1432907279;6.645;1
1432907339;6.64;0
1432907396;6.65;1
1432907441;6.645;0
1432907506;6.65;1
1432907576;6.645;0
1432907639;6.65;0
1432907696;6.67;1
1432907756;6.66;0
1432907819;6.66;0
1432907877;6.66;-1
1432907939;6.665;0
1432907941;6.665;0
1432908059;6.665;0
1432908060;6.665;-1
1432908175;6.67;0
1432908233;6.67;1
1432908240;6.665;0
1432908351;6.69;0
1432908417;6.6999;0
1432908477;6.7;1
1432908538;6.7;0
1432908597;6.695;-1
1432908659;6.695;0
1432908661;6.695;0
1432908779;6.695;-1
1432908838;6.71;0
1432908859;6.71;0
1432908944;6.71;1
1432909006;6.705;0
1432909070;6.71;0
1432909139;6.715;0
1432909186;6.73;1
1432909250;6.72;0
1432909318;6.71;-1
1432909321;6.715;0
1432909438;6.75;1
1432909493;6.75;0
1432909548;6.75;-1
1432909560;6.755;0
1432909678;6.75;-1
1432909737;6.7549;0
1432909797;6.76;1
1432909858;6.76;0
1432909918;6.76;1
1432909975;6.7535;0
1432909985;6.755;0
1432910097;6.76;1
1432910148;6.76;0
1432910214;6.75;-1
1432910270;6.75;0
1432910323;6.755;1
1432910380;6.745;0
1432910400;6.75;0
1432910516;6.745;-1
1432910574;6.745;0
1432910637;6.7327;-1
1432910692;6.735;0
1432910752;6.73;0
1432910817;6.72;0
1432910879;6.715;-1
1432910925;6.715;0
1432910997;6.715;1
1432911048;6.7;0
1432911111;6.7;0
1432911178;6.7;0
1432911236;6.7;-1
1432911299;6.705;0
1432911330;6.705;0
1432911405;6.71;1
1432911479;6.705;0
1432911525;6.72;0
1432911586;6.73;1
1432911659;6.73;0
1432911716;6.73;0
1432911771;6.73;0
1432911825;6.73;0
1432911840;6.73;0
1432911957;6.73;0
1432912008;6.73;1
1432912078;6.725;0
1432912139;6.73;1
1432912198;6.725;0
1432912253;6.73;1
1432912317;6.72;0
1432912379;6.73;0
1432912439;6.74;1
1432912492;6.735;0
1432912557;6.73;-1
1432912617;6.74;0
1432912677;6.74;-1
1432912739;6.75;0
1432912795;6.76;1
1432912858;6.75;0
1432912917;6.77;1
1432912977;6.77;0
1432913037;6.77;0
1432913087;6.77;1
1432913144;6.76;0
1432913215;6.75;-1
1432913270;6.755;0
1432913338;6.74;-1
1432913398;6.74;0
1432913442;6.75;0
1432913505;6.72;-1
1432913567;6.72;0
1432913639;6.72;1
1432913699;6.715;0
1432913757;6.72;0
1432913819;6.725;1
1432913822;6.725;0
1432913938;6.735;1
1432913999;6.735;0
1432914049;6.7361;0
1432914119;6.74;0
1432914175;6.75;1
1432914239;6.75;0
1432914299;6.75;-1
1432914356;6.76;0
1432914419;6.76;1
1432914479;6.755;0
1432914529;6.75;0
1432914598;6.755;1
1432914659;6.755;0
1432914703;6.75;0
1432914778;6.755;1
1432914839;6.755;0
1432914898;6.755;1
1432914959;6.75;0
1432915016;6.74;-1
1432915076;6.74;0
1432915139;6.745;1
1432915197;6.745;0
1432915258;6.74;-1
1432915319;6.76;0
1432915370;6.76;1
1432915438;6.75;0
1432915498;6.745;-1
1432915554;6.745;0
1432915611;6.745;0
1432915679;6.745;0
1432915731;6.745;1
1432915794;6.74;0
1432915850;6.745;1
1432915910;6.741;0
1432915970;6.745;1
1432916039;6.745;0
1432916093;6.745;0
1432916158;6.745;0
1432916219;6.745;0
1432916270;6.745;-1
1432916339;6.755;0
1432916397;6.76;1
1432916456;6.75;0
1432916465;6.77;0
1432916579;6.78;1
1432916636;6.78;0
1432916645;6.79;0
1432916758;6.78;-1
1432916819;6.78;0
1432916878;6.79;1
1432916939;6.79;0
1432916999;6.79;1
1432917058;6.785;0
1432917118;6.8;1
1432917175;6.79;0
1432917234;6.795;1
1432917287;6.79;0
1432917359;6.8;1
1432917419;6.79;0
1432917479;6.79;-1
1432917536;6.795;0
1432917595;6.78;-1
1432917658;6.78;0
1432917660;6.785;0
1432917776;6.785;1
1432917838;6.78;0
1432917875;6.785;0
1432917952;6.78;-1
1432918019;6.785;0
1432918022;6.78;0
1432918136;6.79;1
1432918143;6.785;0
1432918252;6.78;-1
1432918319;6.785;0
1432918320;6.775;0
1432918397;6.78;1
1432918473;6.77;0
1432918559;6.78;0
1432918613;6.8;0
1432918674;6.815;1
1432918735;6.815;0
1432918793;6.81;-1
1432918850;6.815;0
1432918919;6.805;0
1432918979;6.8;-1
1432918980;6.81;0
1432919090;6.805;-1
1432919100;6.805;0
1432919214;6.805;0
1432919277;6.805;0
1432919334;6.805;-1
1432919395;6.81;0
1432919450;6.805;-1
1432919515;6.805;0
1432919579;6.81;1
1432919636;6.805;0
1432919696;6.8;-1
1432919748;6.8025;0
1432919763;6.805;0
1432919824;6.8;-1
1432919939;6.8;0
1432919940;6.8;0
1432920049;6.795;-1
1432920061;6.795;0
1432920170;6.795;0
1432920236;6.795;0
1432920294;6.795;-1
1432920355;6.8;0
1432920419;6.79;-1
1432920478;6.79;0
1432920535;6.795;1
1432920599;6.79;0
1432920659;6.8;1
1432920718;6.8;0
1432920724;6.8;0
1432920839;6.81;1
1432920898;6.81;0
1432920958;6.8;-1
1432921015;6.82;0
1432921077;6.82;-1
1432921135;6.83;0
1432921150;6.83;0
1432921256;6.825;0
1432921319;6.82;0
1432921378;6.815;-1
1432921434;6.815;0
1432921482;6.82;0
1432921500;6.82;1
1432921619;6.81;0
1432921624;6.815;0
1432921738;6.815;0
1432921797;6.815;-1
1432921852;6.82;0
1432921912;6.825;1
1432921976;6.82;0
1432922037;6.825;0
1432922097;6.83;1
1432922157;6.83;0
1432922218;6.83;0
1432922279;6.83;0
1432922337;6.83;0
1432922397;6.83;1
1432922457;6.82;0
1432922517;6.825;1
1432922520;6.82;0
1432922636;6.825;0
1432922697;6.83;1
1432922757;6.82;0
1432922817;6.825;1
1432922877;6.825;0
1432922938;6.83;1
1432922999;6.83;0
1432923058;6.825;-1
1432923060;6.835;0
1432923178;6.83;-1
1432923180;6.84;0
1432923298;6.835;-1
1432923358;6.835;0
1432923418;6.835;-1
1432923479;6.84;0
1432923539;6.83;-1
1432923597;6.835;0
1432923658;6.83;-1
1432923661;6.83;0
1432923779;6.84;1
1432923839;6.835;0
1432923899;6.845;1
1432923900;6.845;0
1432924019;6.845;-1
1432924079;6.85;0
1432924139;6.845;-1
1432924199;6.845;0
1432924251;6.835;-1
1432924317;6.835;0
1432924367;6.86;0
1432924439;6.845;0
1432924499;6.84;-1
1432924558;6.85;0
1432924617;6.845;0
1432924677;6.835;-1
1432924736;6.845;0
1432924797;6.841;0
1432924858;6.84;-1
1432924919;6.845;0
1432924979;6.85;1
1432925029;6.84;0
1432925087;6.84;-1
1432925155;6.845;0
1432925215;6.85;1
1432925276;6.85;0
1432925337;6.845;-1
1432925397;6.845;0
1432925455;6.84;0
1432925515;6.835;-1
1432925579;6.835;0
1432925634;6.835;0
1432925690;6.835;-1
1432925756;6.84;0
1432925819;6.85;1
1432925874;6.85;0
1432925935;6.85;0
1432925998;6.85;1
1432926057;6.845;0
1432926117;6.85;1
1432926179;6.85;0
1432926238;6.85;0
1432926299;6.85;0
1432926354;6.85;1
1432926419;6.845;0
1432926476;6.84;-1
1432926536;6.85;0
1432926597;6.85;1
1432926657;6.84;0
1432926660;6.85;0
1432926779;6.845;-1
1432926839;6.85;0
1432926899;6.845;-1
1432926956;6.85;0
1432927019;6.84;0
1432927079;6.835;0
1432927137;6.83;-1
1432927197;6.83;0
1432927256;6.83;-1
1432927318;6.84;0
1432927322;6.83;0
1432927437;6.84;1
1432927442;6.83;0
1432927557;6.82;0
1432927618;6.785;0
1432927679;6.775;0
1432927739;6.77;-1
1432927797;6.78;0
1432927859;6.78;1
1432927918;6.77;0
1432927979;6.771;1
1432928036;6.77;0
1432928099;6.77;-1
1432928156;6.78;0
1432928218;6.755;0
1432928277;6.75;-1
1432928339;6.755;0
1432928344;6.75;0
1432928459;6.75;-1
1432928519;6.755;0
1432928579;6.74;0
1432928638;6.73;0
1432928641;6.72;-1
1432928759;6.72;0
1432928765;6.745;0
1432928879;6.745;-1
1432928935;6.75;0
1432928999;6.74;-1
1432929059;6.75;0
1432929117;6.73;0
1432929179;6.725;-1
1432929237;6.745;0
1432929299;6.74;0
1432929359;6.73;-1
1432929419;6.73;0
1432929479;6.73;1
1432929538;6.72;0
1432929547;6.72;0
1432929600;6.72;1
1433426697;6.405;0
1433426998;6.39;-1
1433427291;6.4;0
1433427598;6.425;1
1433427890;6.39;0
1433428195;6.4;1
1433428498;6.395;0
1433428799;6.38;-1
1433429099;6.42;0
1433429317;6.42;-1
1433429699;6.4201;0
1433429948;6.42;0
1433430296;6.41;-1
1433430597;6.425;0
1433430896;6.42;-1
1433431199;6.49;0
1433431495;6.48;0
1433431799;6.47;0
1433432097;6.4606;0
1433432340;6.45;-1
1433432697;6.455;0
1433432997;6.445;-1
1433433297;6.45;0
1433433594;6.455;0
1433433897;6.46;1
1433434196;6.44;0
1433434499;6.44;0
1433434784;6.44;1
1433435098;6.42;0
1433435398;6.41;-1
1433435655;6.415;0
1433435999;6.425;1
1433436292;6.42;0
1433436592;6.42;1
1433436899;6.41;0
1433437197;6.405;-1
1433437497;6.405;0
1433437784;6.39;-1
1433438099;6.41;0
1433438394;6.405;-1
1433438699;6.42;0
1433438993;6.435;1
1433439293;6.425;0
1433439540;6.43;0
1433439893;6.45;0
1433440199;6.46;1
1433440493;6.45;0
1433440797;6.435;0
1433441040;6.43;0
1433441343;6.42;0
1433441699;6.41;-1
1433441988;6.41;0
1433442292;6.39;-1
1433442599;6.39;0
1433442891;6.39;1
1433443189;6.38;0
1433443499;6.39;1
1433443797;6.39;0
1433444042;6.3899;0
1433444393;6.385;-1
1433444694;6.405;0
1433444999;6.42;0
1433445296;6.43;1
1433445599;6.43;0
1433445899;6.43;-1
1433446195;6.44;0
1433446499;6.44;1
1433446792;6.435;0
1433447099;6.425;0
1433447399;6.42;-1
1433447699;6.425;0
1433447940;6.41;-1
1433448000;6.41;0
1433511059;6.4235;1
1433511094;6.41;0
1433511125;6.4;0
1433511239;6.4;-1
1433511244;6.41;0
1433511356;6.4;-1
1433511414;6.4;0
1433511462;6.399;0
1433511484;6.39;-1
1433511599;6.39;0
1433511628;6.39;0
1433511701;6.4;1
1433511731;6.38;0
1433511788;6.385;1
1433511895;6.38;0
1433511952;6.39;1
1433512017;6.3649;0
1433512075;6.365;0
1433512136;6.39;0
1433512153;6.4;1
1433512259;6.38;0
1433512312;6.39;1
1433512325;6.39;0
1433512431;6.39;-1
1433512496;6.4;0
1433512552;6.4;0
1433512618;6.4;-1
1433512620;6.41;0
1433512718;6.405;-1
1433512803;6.41;0
1433512914;6.4;0
1433512942;6.3906;-1
1433513039;6.42;0
1433513098;6.41;-1
1433513158;6.41;0
1433513190;6.4151;0
1433513279;6.4111;-1
1433513284;6.445;0
1433513398;6.44;-1
1433513457;6.44;0
1433513517;6.43;-1
1433513577;6.44;0
1433513639;6.44;-1
1433513697;6.47;0
1433513726;6.46;0
1433513782;6.4594;-1
1433513854;6.465;0
1433513937;6.46;0
1433513999;6.45;-1
1433514032;6.45;0
1433514100;6.46;1
1433514179;6.46;0
1433514235;6.455;-1
1433514242;6.46;0
1433514354;6.46;-1
1433514418;6.47;0
1433514421;6.46;0
1433514539;6.46;0
1433514543;6.46;1
1433514619;6.45;0
1433514706;6.45;-1
1433514778;6.46;0
1433514817;6.455;0
1433514840;6.45;-1
1433514936;6.465;0
1433515011;6.48;1
1433515077;6.48;0
1433515139;6.47;-1
1433515198;6.49;0
1433515259;6.52;0
1433515308;6.53;1
1433515379;6.53;0
1433515439;6.52;-1
1433515496;6.535;0
1433515500;6.54;0
1433515583;6.5428;1
1433515627;6.54;0
1433515719;6.54;1
1433515799;6.52;0
1433515859;6.515;-1
1433515918;6.52;0
1433515978;6.525;1
1433516032;6.52;0
1433516075;6.505;0
1433516159;6.51;0
1433516216;6.525;0
1433516272;6.53;0
1433516334;6.54;1
1433516398;6.53;0
1433516446;6.545;0
1433516519;6.55;1
1433516577;6.545;0
1433516581;6.545;0
1432906317;6.64;0
1432906317;6.64;0
1432906317;6.64;0
1432906317;6.64;0
1432906363;6.63;0
1432906363;6.63;0
72311;4.26;0
72311;4.26;0
72314;4.42;0
72608;4.4;0
86383;5.94;0
86383;5.94;0
85509;6.18;0
